,Brand,Screen_Size(inches),SR_Height,SR_Width,Pixel_Density,Weight(gr),Thickness(mm),Battery_Capacity(mAh),Processor_Clock_Speed,Price_Sale
27,Samsung,4.183442796946597,3051,3119,429,120.19462345179474,8.131650447841986,5599,1.9455996747838786,609.8442372065067
28,Samsung,7.2690908348304335,1293,2922,577,124.77596153338754,5.254411226983888,2691,3.0637329435897263,512.480865951342
29,OnePlus,4.388035796212132,2344,2520,431,157.0771637372209,7.6701894639126715,2676,3.114603815798111,953.6626127558499
30,Samsung,5.26464389735307,2887,3041,404,283.1396497907422,5.957176589406469,2776,1.841265026380634,647.0994011534776
31,Samsung,7.214858588748314,1695,799,280,120.2137817250429,9.735136014795437,2818,2.0872184626162946,552.0577254218415
32,Samsung,6.233937779757941,1658,1805,263,191.55962841078266,10.232887267342846,2484,1.447848066929673,944.9650585298589
33,Samsung,5.8124548014289585,2950,1180,352,197.23106396776305,10.40086730386924,3848,2.934647038196904,637.0867625158288
34,OnePlus,6.468014189190228,2060,3141,504,169.44439592181425,7.2989714690784115,5501,1.9336334527159011,694.3257549823043
35,Xiaomi,4.400965558664108,3656,875,483,144.79263363440762,9.62871967823086,2647,3.21128228370919,1077.3700064809332
36,OnePlus,6.261581070675218,1307,3191,503,181.80054619790394,6.176548790656135,3897,2.8097634279524915,732.5279783703293
37,OnePlus,5.462529255779362,3594,1924,237,119.36404372785373,6.555454176914374,3496,2.405484451609744,1088.9720628056502
38,Samsung,4.743515160126356,2981,1233,197,120.86432286678217,7.5836405858088245,5368,1.391246702214868,1230.6627032945144
39,Samsung,7.361470205545343,3030,2651,441,227.8301264912692,10.328234978395336,5763,2.424583920721416,1137.1576312432858
40,OnePlus,5.270330618746978,1450,1684,225,118.0627087826807,8.09425304742606,3451,2.5969920378600184,1160.8899136149535
41,Xiaomi,7.404007762104362,1499,1889,483,228.88703749941484,7.3448775733014005,3069,2.936656506768119,839.518179712867
42,Xiaomi,5.951710535528822,1344,2658,584,275.13077119765273,11.565866177551527,4256,2.451051622536415,937.1586004426866
43,Samsung,6.370140831662218,1458,2975,395,289.56361004904306,5.406592042756687,4157,3.1686786434992538,485.4494395663536
44,Xiaomi,5.140831162002804,2258,2714,384,289.8615587385249,6.2041797426571,5167,2.4629089772051502,985.268305765807
45,Xiaomi,4.9166464109431125,3665,1080,393,158.62598082590176,11.470127144462852,4832,1.7721401760131918,1140.4706010854106
46,OnePlus,4.32367014855075,3696,2061,440,201.40090176816383,8.578387874339782,5577,1.3391815477575246,522.2755063983301
47,Xiaomi,4.699902893774147,3140,2715,448,227.7008567959121,6.649946834462273,4791,3.269455336055703,880.9482818046506
48,Xiaomi,6.760041395628766,2607,855,454,133.32630014373927,6.183448174802268,3886,2.645148859434336,441.9568041264195
49,Xiaomi,7.165889214946818,1645,1318,416,272.45373754523723,9.660409119423155,5682,1.7237341649544131,684.906137839165
50,Samsung,7.305430860285735,1414,1249,378,295.9708671854686,9.271503818990224,4453,1.1304902413080753,557.2589384561162
51,Xiaomi,7.184774514782241,3780,2530,239,101.0625477252633,8.13952579178917,3497,1.4355303975959748,1181.0733782155303
52,Samsung,4.540001778848628,1749,2240,371,179.57798667653122,9.142760321962976,4847,1.8956572338903594,1095.490578206357
53,Xiaomi,5.167764359717562,3461,2945,592,178.75361276471648,6.114302811548654,3915,1.3509038118917098,431.6344892663767
54,Xiaomi,7.5182802255217425,1365,2872,590,123.92430005686019,11.260955868405407,4207,2.0134478863558964,1192.4999505897306
55,Samsung,5.48889556403815,1312,2535,433,183.82038260113757,9.891247849091275,2786,1.513774754904407,493.45831730275165
56,Samsung,5.4010180578554206,1669,1789,177,165.00802460606673,7.074584893550627,5978,2.136850416987778,1021.771216070662
57,OnePlus,6.172343388260287,1543,2028,346,200.3490896111697,11.475248813837911,5100,2.081226847336423,732.0256875817997
58,Samsung,5.8273390506507585,1710,1582,397,298.163479341846,5.137349765132011,4299,2.262208671897958,703.4463098281931
59,OnePlus,6.896886604546236,3195,2249,359,216.98413803180495,5.933759823990349,5301,3.48915401837875,590.1478044984873
60,Samsung,7.288523653442088,1478,2617,528,290.1121404709488,11.181317864693664,5596,1.8216233148462728,912.8053613369624
61,OnePlus,4.584714010931209,1917,1813,258,230.94379803933114,6.437109792713792,4423,3.448097859916185,986.684582780526
62,Samsung,4.795513283811258,2701,2833,553,106.30756961198946,10.386148780335883,2980,1.7679153787571755,669.6859388951435
63,Samsung,6.404254899514629,2815,2250,152,164.68298252937262,5.5576912113489545,3979,3.211086735705517,992.4362178151423
64,OnePlus,6.830823787431596,1325,2036,456,167.6391403817418,5.9347299567598615,2377,1.5553114969564523,1142.0964772246793
65,Xiaomi,6.683893041069648,2108,2968,154,208.2856778907082,10.991499464348909,3268,3.1254259255157546,591.2533425041207
66,OnePlus,6.3691626006792585,2514,1358,514,193.86553189288944,5.009174862129415,4760,1.6734734767116306,664.9338667569391
67,OnePlus,4.568335021436608,1623,2374,232,157.0075226574204,9.651702446901558,4223,1.1215335704298055,782.0892676057756
68,Xiaomi,6.460357026617037,3764,3090,449,272.65703246904195,8.257930585989595,3282,1.8690256632746145,1211.0011091630518
69,Samsung,4.262635369299661,3240,2362,313,272.94094832939606,6.166120233630998,5466,2.4085896028298555,428.1781793198646
70,Samsung,6.0758502249810515,2531,3197,181,160.11093066864026,6.96186075427506,3310,2.2630428728204413,959.9171763681642
71,OnePlus,7.337043801540876,2466,1761,446,182.4357459100612,6.63937250146695,2271,2.658912998323245,1273.4641770581927
72,Samsung,6.669587340618092,3237,1482,462,126.54191518317361,5.034216676408309,5913,2.615024336049509,1270.9353991390972
73,Xiaomi,5.614671124182453,3831,2194,308,185.75930810286496,9.177444381596615,3952,1.5454919078272367,772.8659241716234
74,Samsung,7.332562863616543,3309,2533,241,264.5621288043633,10.831899859838941,3052,2.398723557538137,647.7311521485173
75,OnePlus,6.158433740060634,2833,2915,412,102.8224669488908,10.88332334526106,3438,2.0390171853869825,929.3351557554831
76,Xiaomi,6.452152845089609,2581,2873,232,129.7753068579503,7.156691568669112,5566,3.255073076780395,800.1899146479623
77,Xiaomi,6.607166680718722,2743,2239,277,141.7304763012437,10.1041039536168,5272,1.409770139466603,1070.9788919032965
78,OnePlus,4.918333766152612,2737,2473,523,125.76344685894404,6.617153588390274,3239,2.683238723305597,469.35447415416866
79,Samsung,6.265043864546797,3659,1057,235,184.56840917463745,7.1653700973679735,5474,1.9066860498649576,717.575154056872
80,OnePlus,4.520250365147411,2998,1033,588,196.86574553569451,9.624453600375745,5902,1.7636668938571973,1260.099217349563
81,OnePlus,5.866851396698763,1648,2656,599,178.14799638866992,10.763811305919534,2243,2.5321452214592366,1281.1871192125595
82,Xiaomi,6.921869010672815,2602,1659,550,151.88761442348346,6.480715873200567,2474,2.5848115383778234,477.7941577206719
83,OnePlus,4.534000797087942,1316,853,535,161.70782793504108,5.433668190074904,5941,2.0883219498832086,691.7575252781498
84,OnePlus,6.33458567247132,2682,2502,329,255.54621790549862,9.777108182859651,3908,2.505648194424954,633.0523963654754
85,Xiaomi,7.232706377251772,2950,1387,442,274.3115046886119,10.721041544650511,3557,1.8606877284108807,672.157709666988
86,Samsung,6.57673785245215,2831,1482,493,266.50001120414106,10.18937478757067,2524,2.216632359105248,1183.7874042426765
87,Xiaomi,6.212213012233594,2702,1560,507,157.12466486140636,11.772552510850632,3210,2.888423237455363,903.5625703228841
88,OnePlus,5.137689836500239,2759,2309,391,249.3674536574423,11.412412369169083,4616,2.430755990518531,843.9693782655199
89,OnePlus,7.2639418544216525,2320,907,535,272.7473880682334,7.277941348028714,3897,3.432608834834197,1011.880227728024
90,Samsung,4.958634444556404,3312,1971,226,201.97483494476404,10.54118960195886,2513,2.865361736334842,512.7469678299437
91,Samsung,4.8361708338414955,1807,1694,476,200.9820888031776,11.29041114694867,3872,2.3674575131858333,1036.2587401708497
92,Xiaomi,5.852524709968373,3380,1563,176,189.6560643373318,11.551357102681326,2329,2.1312737717409482,760.5118040710197
93,OnePlus,5.448845316082243,2922,1503,576,274.79660425897,10.085974559553657,5055,1.8452416884018517,550.5416877501984
94,Xiaomi,5.093393265259074,2667,901,204,140.84728354823582,6.906788021385589,2822,2.1787266651524897,412.7125039993474
95,OnePlus,4.666291376641137,3090,884,508,223.59173895927415,11.231316892732076,2207,2.7193425479975115,650.1190381257663
96,OnePlus,6.621012863525273,2813,2521,155,192.29962520307794,9.214175305728658,2375,2.8292226318682934,720.4212009046082
97,OnePlus,6.428211688818062,1442,1236,321,271.9415392632341,5.987371134648958,4066,2.0940924797133227,930.7379748999173
98,OnePlus,6.741697778890849,3565,1211,179,236.96522001988666,11.266176430762929,4213,3.2631251264017256,1118.2804659895198
99,Xiaomi,4.1484747837921905,2975,2875,187,167.50273867075794,11.1260153622822,4701,3.1560085052020606,1150.5329521052279
100,Xiaomi,5.724608752154713,3503,778,588,224.27343899630287,7.6407586122827285,2412,3.4087131871040195,906.3182106698232
101,Samsung,5.294560338601336,3155,1780,434,186.36316592352665,9.88321466327171,4306,2.8061725512924784,510.2902000905476
102,Samsung,6.464075370508002,2976,881,284,210.46572465620304,6.106683931876653,4946,3.3174552482289306,671.4418846184186
103,OnePlus,4.248894678496346,1823,3010,575,128.68325434118876,10.270044950149853,3977,1.7778772416509825,1000.1282862769248
104,Xiaomi,5.86599355507093,1291,871,593,177.23487781504787,11.021595296607677,2224,2.750034260993324,984.155678152213
105,OnePlus,6.142348552215347,2437,2089,197,184.00114259172946,6.922139350789264,5414,1.1867155730230021,1113.5937325324683
106,Samsung,5.536218319157561,3068,2230,381,114.30309921920075,8.880068710994314,2847,2.181633651176784,902.7481040987392
107,OnePlus,4.290207625300058,2823,3068,356,290.1898340273534,6.727790676877582,4762,3.25412017976569,529.131247570586
108,Samsung,7.164817855880454,1862,746,291,291.1793381515855,8.591474395692405,2666,2.642998442401005,686.9391579560884
109,OnePlus,5.419557039641938,1783,3020,349,205.12377430258076,8.73998864667618,2303,2.136472649751418,1295.085916444059
110,Xiaomi,5.3889090867057945,3295,1198,258,137.58992725811044,11.18360115849153,3294,1.2107875249585134,1272.839796926309
111,Xiaomi,4.338832696392356,2174,2069,582,226.05051020355327,8.49370937472582,3596,2.74530846444411,1056.1389227478396
112,Samsung,7.525419776133871,2793,3109,454,271.1462941390133,9.994267357208912,5808,1.5765170969012092,713.0040794462932
113,Samsung,4.200992776630708,1623,2750,439,288.08222486022925,7.319629621889824,5811,2.782201806568812,981.5589053700404
114,OnePlus,5.6214000409390295,2399,1128,579,127.91160937347259,8.669505069322712,5605,1.0810081224381998,771.1269560899268
115,OnePlus,4.586066185847676,3265,2285,394,241.09166676466094,10.538566097546129,4830,3.3446804910454184,1004.6003509532803
116,Xiaomi,4.1608292280082875,2461,1394,324,100.80697826196933,9.024108533253273,4466,1.006492086649801,678.8439066271061
117,Xiaomi,5.19323073248145,2135,754,434,278.84033350892435,5.638537457780707,3886,2.8939323026348105,1097.298025789219
118,Samsung,5.37198897016126,1402,3032,156,248.56710988733448,9.057541101108857,5111,1.216791998024001,684.1682775225825
119,OnePlus,7.401267643486323,2150,1196,335,238.12087162751465,10.837735864131956,4685,2.966070570810145,818.5417861242679
120,Samsung,6.52282970043727,3750,2936,301,257.64766882518086,5.040273598406204,2155,3.4961072599067573,522.4902196454498
121,OnePlus,5.3423043780913835,2189,2260,338,139.55039185752375,8.983192925038157,3016,2.1564405414436103,401.0032715418514
122,Samsung,4.132373677312174,3538,1584,395,153.47835181847125,11.554191935698285,2661,2.2847928405616953,918.9198244825714
123,OnePlus,7.02628958076553,1978,1081,473,100.84067733648399,6.503008786531524,5451,1.0711395862762918,532.8179940317398
124,Xiaomi,5.371287150840641,1569,1282,188,249.49033353025968,7.173413234060594,3816,1.4287635290950744,1037.444069503732
125,Samsung,5.737419282933834,3340,1859,279,279.3341820384794,5.462585494944859,3051,3.4870414959958858,496.97793800331016
126,Samsung,5.211487743297955,2302,974,464,184.7958999472161,6.9472372161808975,2750,2.0775918756720033,1110.5863852594375
127,Samsung,6.337360973437597,3140,1630,190,296.7249719872289,9.517535355471654,4785,1.134727294572782,512.2471275328237
128,OnePlus,6.650744202366228,3283,1005,483,132.11064344778117,8.529678722042007,5296,1.3685885182195774,991.7945262037958
129,Xiaomi,5.792583197950047,1374,1806,287,179.06768454996734,5.295398091019525,4287,1.9753341164881846,718.7550572274715
130,Xiaomi,5.043176568278978,2007,1824,569,147.51310720065402,5.387011250100156,2311,1.4233337433922029,688.1541709264
131,Xiaomi,5.211988485795612,2260,2858,325,238.96706552150746,11.373946950160787,2887,1.8575452969946151,554.8553386417566
132,OnePlus,6.631667496166647,1422,1080,332,261.0527158130049,8.70504548859547,3736,1.3371255341351522,1247.9493839923725
133,OnePlus,5.5098170109391775,2029,1847,346,109.38985260637679,8.294145639883507,3530,2.5221114315611057,935.9272677106053
134,Samsung,4.737460792267574,3813,2710,276,104.60108483437016,5.61834183584864,4358,1.7350805207714943,950.9430545456111
135,OnePlus,7.14936309355756,3152,1524,179,133.23940359484396,6.898985704643948,3323,1.8554387032750446,460.02962858443107
136,OnePlus,7.211000249125386,3746,1782,514,166.1257780630998,6.7019022282574,5817,2.2981206289190883,599.785560863073
137,Xiaomi,7.159850634150709,3084,2598,186,257.4002412127831,10.834911032268664,4424,2.1905184136290963,932.919258798268
138,Samsung,4.932935595428262,2384,2230,184,194.80850463059255,10.81953755849752,2092,1.2485688746286043,1209.747261158289
139,OnePlus,7.272335017836976,1823,1423,577,132.08325472621186,5.85184012672816,3885,1.4621825321629007,1003.1665733710028
140,Xiaomi,4.963243145407887,1880,2969,405,232.376289678519,9.450715078064285,5283,3.1223792031682107,1243.4693755848155
141,Xiaomi,4.9876933795367755,2732,1042,319,253.00554983005327,7.532071273073402,2451,2.5535294025273263,1012.8631391916953
142,OnePlus,4.103079126416059,2596,2659,517,233.79757646174596,8.210709418651142,3939,2.4909060858344088,1006.0713041600928
143,Xiaomi,5.456612183055395,3383,3154,216,222.67548057140834,10.45882090209409,2026,2.205750602218084,842.8677395224502
144,Samsung,5.987845819535561,2201,2416,530,272.5369682571875,8.522876216878027,3355,3.1961595514433445,731.3621834182021
145,Samsung,5.920028030511488,1869,2478,150,269.01853834145777,5.625919480820059,3320,3.196572509475038,524.0000599281896
146,Xiaomi,4.686358122484458,2177,3042,209,139.49320250661646,10.512221115703845,5724,3.2767641113481067,840.714742903046
147,Samsung,6.22461254822427,3722,1567,360,187.80707905254505,6.27679679339232,5323,2.745889818119485,774.8540830522421
148,Xiaomi,7.425193803741551,1765,1535,285,236.98818607947615,5.188317355929253,5225,3.01721984054113,522.8776272966081
149,Samsung,4.925647982505262,1816,1840,156,112.69270502122626,10.03090184936252,2584,2.75647571426647,1063.074318396381
150,OnePlus,5.196726177913082,3435,2926,596,155.58122914861985,10.89609649219118,2005,1.6953552034870416,621.5201085771357
151,Xiaomi,5.684244064441899,2980,1436,237,286.34016372533983,8.295586402705167,5410,1.6662496829813107,956.6099728778157
152,Samsung,6.475395576217865,3642,2897,403,241.01322369770423,8.941734167857723,2167,1.917939221266619,1012.9279721515678
153,OnePlus,6.325421323877501,2331,2891,399,105.01832931740263,8.786230262037193,3743,2.4046555920879378,1252.656543239575
154,Xiaomi,5.225995056596155,2215,2399,382,108.21223350749894,9.789642019372943,3999,2.693770368297381,1058.8514824111116
155,OnePlus,7.06436602020914,2924,2179,440,109.66373912801308,6.302119943628887,4511,1.9750048276751548,828.0261340051254
156,Xiaomi,6.485925618236495,1540,2714,334,148.31348292439714,5.366973704256024,3310,3.1989418194740615,914.4231404759299
157,Samsung,5.538080460979043,3733,1499,425,208.47844283596586,6.123633441910306,5248,2.933022034977512,692.0947525576382
158,Samsung,5.577994810578557,3075,1362,428,118.40798084313744,6.897427027629773,5898,3.3993265612713524,686.4081732331135
159,Xiaomi,7.032550801944479,3335,1776,245,150.46742689174948,5.3115433034650765,2978,1.8434927380929003,910.0394582542328
160,Xiaomi,5.823692426963884,2231,2410,495,230.03335535643322,10.841544157360318,4075,2.355192894473067,943.4379302104658
161,Xiaomi,4.737773994794266,2622,829,339,263.6857761118789,8.67227700952267,4304,3.177816585045342,576.2240713729431
162,OnePlus,4.487640796082772,1876,2541,506,235.69100007876474,11.240442488608046,3401,1.3314548951395613,975.8943953466854
163,Xiaomi,4.567225812434772,3704,3001,154,174.99790900641045,6.488142219278654,4577,3.3835953015869933,912.5045778868757
164,Samsung,5.839653662416291,3514,1859,508,155.50275417036198,8.515913161465004,3234,3.24001325167804,579.7175876830039
165,Samsung,5.788129208047891,2787,2412,178,281.7318403658613,6.878803736712896,2654,1.4955811815192004,1154.7722334801765
166,OnePlus,4.312750461633704,3590,2544,380,131.17380140935765,10.783888011864057,2554,1.0035004535434933,587.6597882381313
167,Samsung,5.529697346892559,2781,2467,528,123.06062288629761,6.463274016838767,4197,2.3299975114973197,569.3726041049752
168,Xiaomi,5.609336367972964,1472,1939,471,116.97091906930359,10.943499828659437,2187,1.3275267260075196,762.1304218184919
169,Xiaomi,7.573952001784848,1509,967,587,218.70554403913275,5.87954914754435,3054,3.195826399726564,972.513909057687
170,Xiaomi,6.170869819188118,1963,994,547,112.17241748300965,6.415287745004975,5842,3.3052536315941325,727.9113408681517
171,Samsung,4.630928523830817,1641,2654,371,104.3251941870615,8.524241586519192,3575,1.631550149386173,1100.1680571979077
172,Samsung,6.668785940585288,2841,771,311,297.73817397513665,10.29001158320526,4823,2.089345834789388,585.7669374560209
173,OnePlus,6.634953768903923,1290,2593,325,275.3244967838774,11.193200402994753,2264,3.3011330393833633,435.91936109178334
174,OnePlus,4.171600127497366,3465,2488,591,127.30210646242419,8.599636731811193,4179,3.08084863322688,540.142642108912
175,OnePlus,4.633198413186798,2954,929,397,124.2080021483959,6.206650294209664,4711,3.316660637287123,578.9754445816557
176,Samsung,6.763493703796364,1577,1314,205,245.56424567664027,6.551100709160142,3155,1.6061018829440252,1271.2838743925208
177,Xiaomi,5.557804613408223,2746,2373,259,248.06798856593778,9.026727079992721,2826,1.9955537212936618,758.1754565464275
178,Xiaomi,5.604615370134148,1593,2465,544,178.94296633223792,8.033290030817078,5111,2.3194822299619573,742.8823633016217
179,OnePlus,4.8866429675036,3748,1519,216,150.64578092140312,9.265961533738487,4331,2.671628961347203,1078.1681066096637
180,OnePlus,6.390617853847463,2997,1386,217,164.02188434540727,11.159570378456781,2823,1.134309018606936,1047.185788654348
181,OnePlus,7.238785374344639,3078,2247,280,210.38788436823478,10.532661882721602,3031,2.474711836258916,954.0594877337985
182,Samsung,6.692679395455041,1886,1311,356,290.47219970759875,11.530747392305328,5182,1.2351177990409326,759.0553738622948
183,Samsung,5.4583869500141216,1465,1831,535,250.1675294207706,11.987521883889478,2924,1.4607613665700152,986.7204088887141
184,OnePlus,6.383683209179393,2285,1587,315,130.42424710451553,10.942940660197467,2087,1.7305521155625652,1229.3254396665911
185,Xiaomi,4.601645966513065,3663,1321,453,214.06401782748551,11.167903241413786,2250,1.5129544504680554,904.1869504751772
186,OnePlus,5.596522153591014,2879,2623,220,169.25027789034493,5.682171702802485,5703,1.070518909074552,856.2897397939107
187,OnePlus,6.2874795034081785,2145,1046,541,112.86114215613243,11.131772087613491,4624,2.521255609887259,1239.342920727147
188,OnePlus,7.463883625956032,3568,2915,242,266.14204796373906,10.646212577452886,2261,1.2531086166237668,1240.781294571117
189,Xiaomi,7.5463250115681015,1592,2708,281,245.10866657758066,11.392467947948392,5694,2.341494402136819,500.87813003667407
190,OnePlus,5.7558308941973895,3698,857,344,164.9247600957672,6.7447926589283895,3452,2.750351563997674,814.338775065178
191,OnePlus,5.616915358909333,2522,1796,153,192.1623704609977,7.9871938583323026,2772,3.0794713881101723,718.7376969927543
192,OnePlus,7.385827956323962,3066,2575,356,230.64021732205563,9.75812286978755,2155,1.8559049464696145,1196.4244216783482
193,OnePlus,5.982037558428847,1759,2460,193,186.6714390759255,5.244819929921518,4152,1.6457150285469007,958.6747056558252
194,Xiaomi,7.473254770104534,1752,2711,176,245.08769384696024,7.3980809025662495,3363,1.2273779545903845,927.0464664142297
195,OnePlus,6.483378831592411,3652,2024,365,202.54613456042875,11.038847495481743,5465,3.1178406753828733,444.7029705592171
196,Samsung,5.061126169310019,1648,1326,524,216.97705670779783,8.351625904485179,2329,3.214855814445414,765.0228340503721
197,OnePlus,4.326423202219258,2913,937,341,229.64866254863915,11.000590566453187,3569,1.4253229411605053,877.792799980586
198,Xiaomi,4.3634514926974015,3837,913,244,211.08107369308033,6.809994532412476,4109,3.2375126892665547,662.467280879976
199,Xiaomi,4.4532480652486335,2805,1191,541,100.7216718961635,7.566616187658749,5096,1.461674110389987,496.63839909935734
200,Samsung,7.580354680955022,1717,1608,433,212.96393882562757,8.028311738777374,5095,3.077553762894282,849.4623767056773
201,Samsung,6.625251819900205,1837,2536,452,245.4119869283033,9.187540727942675,2797,2.016362710572452,563.0347482980604
202,Xiaomi,7.566293256024821,1325,1604,210,106.05394221736633,6.567643056141678,5585,1.2464129384724156,452.31235383905107
203,Xiaomi,5.393944033239679,2028,1110,261,246.71685957418697,6.082943762312821,2542,2.3759007103053307,964.5516490216531
204,Samsung,5.306876598793802,1606,3053,180,275.2084047373936,5.432417927047092,5495,3.305467010908097,727.9822486262008
205,Xiaomi,4.854541849307017,2236,2681,172,297.4461258520904,8.473154930312244,3616,1.9015404387199857,666.5342257301452
206,OnePlus,4.733150250030219,2721,2561,288,221.35305564443718,8.076816269554968,4735,2.2494563595012043,1046.625852871569
207,OnePlus,4.12744071265561,1953,1089,350,258.21605307802224,8.776600322959835,2221,2.205438958702268,785.9346215385234
208,Xiaomi,4.471297502403116,2976,1581,203,247.88775431935946,10.439464785243807,4651,2.19475061272434,1097.3910437173122
209,Xiaomi,5.900919549419364,2200,3072,387,200.33208943876792,10.362622631284712,3554,2.8622687695769327,1168.4859677520553
210,OnePlus,6.208178965651605,1652,1813,283,298.13495470349625,9.974682744016587,3864,2.2630110966160073,1105.7230201809393
211,Samsung,6.8062350952468895,1757,1953,301,211.8813559103979,7.0124559678603795,2474,3.1718267679813184,1054.847274193889
212,Xiaomi,6.043524645850248,2337,3035,532,252.94718714939592,10.287008944601734,2558,1.6001214109273207,1190.1791485654621
213,Samsung,4.445493409076435,1888,1642,555,158.90075255991803,7.269675584878124,5764,3.0252832090868167,1085.4396721272487
214,Xiaomi,4.185369364569437,2443,1231,506,148.6415426289102,9.10753146740118,3110,2.2403204416964715,1275.9680988453802
215,OnePlus,7.295588586338383,3662,827,418,283.03803382550194,11.1974580912431,5950,3.3818831867487518,789.7471032794092
216,Samsung,7.331770310407593,2114,3031,441,209.5797707649197,11.316138333626625,4449,3.260508437387003,838.9059384146832
217,OnePlus,6.810328564623958,1400,1389,164,289.8473565015058,10.726696612377548,5086,3.1325474585637667,878.4211078418155
218,Samsung,6.9640228838732225,3466,2617,570,120.07252079078125,5.381451839786774,3299,2.947684483177561,967.445609845614
219,Samsung,6.1913067189491535,1817,1983,494,150.4572594770084,6.4189532905611255,2066,2.988331395133993,1222.3405169811
220,Xiaomi,6.193648091207544,1787,1209,344,180.59944054837956,6.996820044147655,4201,1.6127747920460183,575.6823184627385
221,OnePlus,5.311465473603169,1543,1523,499,153.25916032481436,5.072816495283325,2400,3.258673835483415,947.1834224873213
222,OnePlus,6.5117887967143435,2049,1248,269,120.37341160258032,6.6133150822644815,4368,1.3366395349887923,1041.8882251838806
223,OnePlus,5.707927417656341,2742,2531,165,183.26710625643193,10.455497982520018,3329,2.0225076106250066,674.8054740449778
224,OnePlus,4.24183050173436,3308,1182,515,268.33771864180187,7.022331683651844,5418,1.4132202575922241,1222.7910997889373
225,OnePlus,6.171117956981066,3699,2401,492,148.6224298316548,6.045570864970458,2528,2.373385236711892,946.5359216131211
226,OnePlus,5.0808403423847315,3201,1343,196,282.96883017853304,6.81119580249569,3230,2.6480717065552724,711.1383270015828
227,OnePlus,5.87589183533387,1475,2088,461,203.7325988327891,11.378682647126695,5600,1.2627980201288977,844.9277872048535
228,Samsung,5.979610563951901,2657,2775,473,177.8240196988076,11.257284649689975,2094,2.6358444721542194,883.0999509145358
229,Samsung,7.003568948434393,2705,2934,310,188.43546905341225,5.539815480683478,2445,1.1637915947039872,779.7473177126253
230,Xiaomi,5.655911157685182,2586,2091,151,228.61697708148665,9.612175802794809,3264,1.856143459058666,1070.862406858812
